job_key,job_title,salary_low,salary_high,is_remote,job_type,is_intern
job-95c90b9c7a8c7b77,Senior AI Data Scientist,"$133,800","$220,700",N,Full-time,0
job-96d73266b1677e7f,Data Scientist,$97.7K,$124K,Y,Full-time (i),0
job-9780f9a3bbef1845,Data Analyst 3 - Assortment,0,0,N,Full-time,0
job-97d822e65cb2cb7b,"Staff Data Scientist, ML Ops",$135K,$171K,Y,Full-time (i),0
job-97f33b65384d0965,Load Forecast Data Scientist,$92.7K,$117K,N,Full-time,0
job-98aba3bf29879d59,(5) Data Analyst / Data Scientist,$81K,$103K,Y,Contract,0
job-98d13b8ba69ceadd,Forensic Scientist Data Review I (NDOT),0,0,N,Full-time,0
job-98f36730339fdbbb,"Data Science, Graduate Internship",$18,$50,N,Full-time,1
job-99d232c89d28ff0b,Data Scientist,$88K,$111K,Y,Full-time (i),0
job-99d3b8fe92425063,2023 Data Science Fellowship,$91.8K,$116K,N,Full-time,0
job-99fda8644c48cb0f,Data Scientist (FT),"$85,000","$100,000",N,Full-time,0
job-9a82bddb264631d6,Data Scientist,0,0,Y,Full-time,0
job-9aad7c98c1e7d985,Data Scientist,0,0,N,Full-time (i),0
job-9ace76b37f6ccf19,Research Data Scientist,$76.4K,$96.8K,N,Full-time,0
job-9ad0f57c5be219d6,Lead Health Scientist (Data Scientist),"$117,692","$152,998",N,Full-time,0
job-9bc23389d74f8d3d,Data Scientist,"$65,000","$76,000",Y,Full-time (i),0
job-9bd2e03ab5f5ff5b,Sustainability Data Analyst,0,0,N,Full-time (i),0
job-9c58a08b1394a86f,Data Scientist,$89.6K,$113K,N,Full-time,0
job-9c83337880f04b6d,Data Scientist I,0,0,N,Full-time (i),0
job-9cdd237be9742b58,IT- Data and Analytics Summer Intern 2023,$28,$28,Y,Full-time,1
job-9d021144296f7289,Algorithm Data Scientist,$119K,$150K,N,Full-time (i),0
job-9d5c3104bac9e47d,Data Science Intern,0,0,N,Part-time,1
job-9dd1a2b61280835f,Data Science Intern (Audio Analysis),$46.8K,$59.2K,Y,Full-time,1
job-9f288beebed53cdb,Statistical Assistant,$84.7K,$107K,N,Full-time (i),0
job-9f2ffb01673d9d44,"2023 Summer Internship - Intern, Strategy & Analytics",$44.1K,$55.8K,N,Internship,1
job-9f9fb479fb0e2ead,Data Scientist,0,0,N,Full-time (i),0
job-9fc8a6e37ca34d22,Associate Data Analyst,$53.8K,$68.1K,N,Part-time,0
job-a041b36acfb25fe8,"Intern, Baseball Analytics",0,0,N,Internship,1
job-a05a6d5b47ba410b,Data Scientist,$111K,$141K,Y,Full-time (i),0
job-a0a88138c22acb6c,Data Scientist Apprentice,0,0,N,Full-time,0
job-a11a9ecd3ead3b85,Decision Science Data Analyst - Media (hybrid),$80.8K,$102K,N,Full-time (i),0
job-a15af96313f2650f,Data Analytics Intern,$32.8K,$41.5K,N,Full-time,1
job-a1693f58770af7c5,"Principal Data Scientist, Ecosystem",$170K,$215K,N,Full-time,0
job-a284f87d4869cb23,Data Science Product Owner (REMOTE),"$140,000","$157,000",Y,Full-time,0
job-a3c7f5701045c70c,Data Scientist,$137K,$173K,Y,Full-time (i),0
job-a3c9cbd5c86fbdb3,Data Scientist (Hybrid),0,0,N,Full-time,0
job-a4d05dd1360ad3a0,Data and Research Analyst,"$70,000","$70,000",N,Full-time,0
job-a50132f749ea8c5b,Data Scientist,$80.7K,$102K,N,Full-time (i),0
job-a5a07807eac8599c,Data Insights & Analytics intern,0,0,N,Full-time,1
job-a5cff3ffc1c3af5b,Data Scientist,$93K,$118K,N,Full-time,0
job-a64a91d7ea3e62e0,Trading/Quantitative Modeling | Analyst | New York,0,0,N,Full-time,0
job-a7bfbca0692b6a16,Data Scientist,$101K,$128K,N,Full-time,0
job-a7bfec1d1c1e3374,2023 Summer Internship Program - Data Analytics,0,0,N,Full-time,1
job-a84480e80c4c7998,Reservior Data Analyst Intern,$42.8K,$54.2K,N,Internship,1
job-a84a2412e1f451f6,"Intern, Data Science - Sales Analytics (Summer 2023)",$48.2K,$61K,Y,Full-time,1
job-a88fddbc4eff63ec,Data Scientist - SOCOM,$98.8K,$125K,N,Full-time,0
job-a8be4b7dd3077ec0,Data Scientist - Role can be remote,$93.3K,$118K,Y,Full-time,0
job-a90e4a849ec478bb,Nike Sport Research Lab Data Science Graduate Internship,0,0,N,Full-time,1
job-a98c1cfbaa8f478e,Data Science Teacher,"$120,000","$500,000",N,Full-time,0
job-aa6f0a56d196eaee,Data Science Intern - University Students - FinLab,$58.6K,$74.2K,N,Internship,1
job-aaa2eecaa08fa2cb,Data Scientist,"$150,000","$180,000",N,Full-time,0
job-ab2041699fed05c5,Data Science Intern Summer 2023,0,0,N,Internship,1
job-ab629fc2892e6463,Data Scientist II,$89.5K,$113K,N,Full-time (i),0
job-ab6d3dc078271874,AI Research Scientist,0,0,N,Full-time,0
job-ac675be03334f134,"Quantitative Developer Intern, Summer 2023",$41.7K,$52.8K,N,Full-time,1
job-ac7ecf778e717323,Technical Prof-Data Science (Associate - Senior),0,0,N,Full-time,0
job-acb88de900421828,Water Resources Data Scientist - Snow Hydrology,0,0,Y,Full-time,0
job-ad5eff59731c5c4b,Climate Data Scientist,$121K,$154K,Y,Full-time (i),0
job-af0047ffdcc82f78,Data Scientist - SDV,"$86,460","$141,060",Y,Full-time (i),0
job-af05f0f971181c00,Data Analytics Intern,$35.6K,$45K,N,Full-time,1
job-af76ed2095f8cc27,Summer 2023 Internship - Data Scientist,$68.1K,$86.3K,Y,Full-time,1
job-af9d50d94000df12,Data Scientist - Payment Optimization,0,0,N,Full-time (i),0
job-afd32cbbffe5d982,Data Scientist,"$82,000","$113,500",Y,Full-time (i),0
job-b05838efde760be5,Data Scientist,$93.3K,$118K,N,Full-time,0
job-b0a92f7d684f0cdc,Data Scientist,$124K,$157K,Y,Contract,0
job-b10e5cb51a13c324,Data Scientist (Virtual),"$125,000","$195,000",Y,Full-time (i),0
job-b4f068fb35872c94,Data Scientist,0,0,N,Full-time,0
job-b5a66fd1accd37ad,Data Scientist,$85.2K,$108K,N,Full-time,0
job-b5b0a95b7e7e6c14,Head of Core Experience Machine Learning & Causal Inference Data Science,0,0,N,Full-time (i),0
job-b764040ba327260a,Summer 2023 - Data Science Intern,0,0,N,Full-time,1
job-b7db8489068acbaf,Data Scientist,"$150,000","$230,000",N,Full-time,0
job-b860aab171ecb208,Data Scientist,$85.3K,$108K,N,Full-time,0
job-b8de7493c963d2d1,Data Scientist,"$86,900","$127,500",N,Full-time,0
job-b9367d92b9333460,Data Science Intern,$31.7K,$40.1K,Y,Internship,1
job-b97ac176c799ad23,Machine Learning Research Assistant,"$7,000","$7,000",Y,Full-time,0
job-b99bae20809356e3,Data Analytics Undergraduate Intern,$51.3K,$64.9K,N,Internship,1
job-baa9f2f660caba87,Data Science Associate (Remote),$83.8K,$106K,Y,Full-time,0
job-bab2d2e950d5ad3c,Jr. Data Scientist with TS/SCI Poly,"$74,750","$155,250",N,Full-time,0
job-bb0407e8144237a7,Associate Partner of Data Science,"$200,000","$250,000",N,Full-time,0
job-bb28e752879d2931,Data Science Associate,"$56,600","$75,000",N,Full-time,0
job-bb82cc4bd24064dd,Data Engineer,$109K,$138K,Y,Full-time (i),0
job-bc455890ba006756,Intern Data Analysts,$10,$10,Y,Internship,1
job-bc4fc772e60ee82d,Forensic Data Science Associate - Summer/Fall 2023 (National),$62.2K,$78.8K,N,Full-time (i),0
job-bc697ada8197edfe,Intern - Data Science,$42.4K,$53.7K,N,Internship,1
job-bcc6de54e0095d2e,"Data Scientist, Special Initiatives",$135K,$171K,Y,Full-time (i),0
job-bcffda3962391341,Data Scientist,"$74,682","$176,300",N,Full-time,0
job-bd6f64ace12b8868,NLP Intern,$60K,$76K,Y,Internship,1
job-bd8d09c98be25ee7,Field Data Scientist,$128K,$162K,N,Full-time,0
job-beb33b8adc578f74,Data Scientist - Statistical Scientist,$109K,$138K,N,Full-time,0
job-bf410dae7c391c0a,Summer 2023 Data Analyst Co-Op/Intern,$65.5K,$82.9K,N,Full-time,1
job-bfb1470297443699,Data Scientist,"$90,000","$130,000",Y,Full-time,0
job-c17a91766ff0b80b,"Data Scientist, CG-1560-13/14",0,0,N,Full-time (i),0
job-c1b2cd03dc88dc38,Statistical Analyst,"$82,800","$110,200",Y,Full-time (i),0
job-c282a1a1e6642355,AI Research Scientist Intern,"$7,000","$9,000",Y,Full-time,1
job-c308771c17204ec8,Internship - Undergraduate Data Science & Engineering Intern,$38.9K,$49.3K,N,Full-time,1
job-c3a7d3c94ef3a0e1,Sr Data Scientist - Innovation,"$80,000","$195,000",N,Full-time,0
job-c5300c58c7369739,"Analyst, Data Science",$84.8K,$107K,N,Full-time (i),0
job-c5552a94dfdad4b1,Data Science Intern,$46.1K,$58.4K,N,Internship,1
job-c5c10211b71b9b8f,Data Scientist Co-Op (Spring 2023),$92.8K,$117K,Y,Full-time (i),1
job-c5ef8dc4f65d0573,Machine Learning and AI Data Scientist - Python / R / NLP,$103K,$130K,N,Full-time,0
job-c6b776b92e1ac9e5,Product Analyst,"$119,000","$145,000",Y,Full-time (i),0
job-c6beb8ea1be3850c,Data Scientist,$87.9K,$111K,Y,Full-time,0
job-c6e1591df0bbebd4,Data Engineer Co-op Winter/Spring 2023,$84.7K,$107K,N,Full-time,1
job-c826684cbd7f1084,Data Scientist,$111K,$140K,Y,Full-time,0
job-c8a4a60e7f4dd47b,Data Scientist II,"$95,025","$152,271",Y,Full-time,0
job-c9067c61d10bec69,"Intern Research Scientist, NLP, Conversational AI - NEON",0,0,N,Internship,1
job-c9cee0ba640e973d,Data Scientist Intern,$63K,$79.8K,N,Full-time,1
job-c9fd841a8d2c81fa,Data Scientist,0,0,N,Full-time,0
job-caafb3973f60107c,Data Scientist/Analyst Intern or Co-op - Spring & Summer 2023,$43.1K,$54.6K,N,Internship,1
job-cb480d80108fdc6f,Data Analyst,$93.4K,$118K,N,Full-time,0
job-cbb61a06e49005bc,Data Analyst,0,0,N,Full-time (i),0
job-cbc245b33fc4134f,Data Scientist II - AI and Machine Learning,$107K,$135K,N,Full-time (i),0
job-cc21d36b671fa713,Data Science Intern,$40.1K,$50.8K,N,Internship,1
job-cc569e96bedff711,"Intern, Data Science",0,0,N,Full-time,1
job-cdaea6c0b7a862fe,Data Scientist,"$59,005","$80,542",N,Full-time,0
job-ce1cfdf3560291b9,2023 Intern - Research Scientist/Engineer,0,0,N,Full-time,1
job-ce2084ae0ccf4bb7,Junior Data Scientist,$69.3K,$87.8K,N,Full-time,0
job-ce21f238f24eb496,Cybersecurity and Data Science,$55K,$69.7K,N,Full-time (i),0
job-d018177f335deb0e,2023 AI & Data Science Full Time Analyst,"$99,750","$135,000",N,Full-time,0
job-d07a201951b74637,Data Scientist - Forecasting,$111K,$140K,N,Full-time (i),0
job-d089730c224823e9,USA - Associate Threat Analytics Data Scientist,$77.9K,$98.7K,Y,Full-time,0
job-d1062e34e7b6a2c9,Data Scientist,0,0,N,Full-time,0
job-d13253bb2626a9c8,Data Engineer,"$54,000","$140,000",N,Full-time,0
job-d23bf8bf628e59a6,Data Analytics Data Scientist,$107K,$136K,N,Full-time (i),0
job-d2558814f5b5cd21,Actuarial Data Scientist,"$63,100","$137,900",Y,Full-time (i),0
job-d30226cf83d9daaa,2023 Social Justice Data Science Internship,$20,$20,Y,Full-time,1
job-d318e297ed79ca51,Data & Applied Scientist,0,0,N,Full-time,0
job-d34b38d321e035d3,Data Analyst,"$75,000","$75,000",N,Full-time,0
job-d42a40a11d675cc9,Data Scientist [NYC],$103K,$131K,N,Full-time (i),0
job-d436647f62c5f4d3,Data Scientist,"$75,000","$130,000",N,Full-time,0
job-d481a53712856322,Jr. Data Scientist,"$86,000","$110,000",Y,Full-time,0
job-d51427de90fbee90,Senior Data Scientist,$136K,$172K,Y,Full-time (i),0
job-d5467cd6eab30e70,Data Analyst - USA,$61.8K,$78.3K,N,Full-time (i),0
job-d5c16ce64f854ef0,Data Scientist,$89.6K,$113K,N,Full-time,0
job-d641fca9c1f31499,Lead Engineer - Data Science,"$96,000","$168,000",Y,Full-time (i),0
job-d643695fb61eb16f,Data Scientist - Entry Level,$75.1K,$95.1K,N,Full-time,0
job-d64ff40da25d604a,"Data Scientist- TikTok Ads, Ads Targeting, Auction and Delivery",$132K,$167K,N,Full-time (i),0
job-d68c01ba67d0bbcb,Data Scientist,0,0,N,Full-time (i),0
job-d751b2f264bf621f,Speech Recognition Data Labeler (Contract),$450,$650,Y,Contract,0
job-d85f8d5fcfdd474b,Data Science Intern,$74.6K,$94.5K,N,Full-time,1
job-d9e3e6f88e6dc0f2,Data Science Intern,$37.6K,$47.7K,N,Full-time,1
job-d9ea99a4264c54f0,"Data Scientist, Deep Learning",0,0,N,Full-time (i),0
job-dad80f6567485dd3,Analytics Internship,$77.7K,$98.4K,N,Internship,1
job-dbf6e6a46aa7df96,Data Science Analyst,$72.7K,$92.1K,N,Full-time (i),0
job-dc37b651dfb87d1e,Data Engineer,"$81,000","$99,000",Y,Full-time,0
job-dd35b07bed340dcb,Quantitative Researcher – Graduate,0,0,N,Full-time (i),0
job-dd57a3026de3c386,Data Science Intern - Summer 2023,$40.9K,$51.8K,N,Full-time,1
job-dd726d0782deacea,Data Analytics Intern - Summer 2023,$32.8K,$41.5K,N,Full-time,1
job-de71400ddc9a7ed2,Undergraduate Internship - Data Science (Bachelors),0,0,N,Full-time,1
job-deb1ca954a3ed441,Data Visualization Specialist,$58K,$73.5K,Y,Contract,0
job-defcdef6accd6f19,Data Scientist (Level I - II),$72.2K,$91.5K,N,Full-time (i),0
job-df14e8b6e8a01081,2023 Intern - Data Science,$73.4K,$93K,N,Full-time,1
job-e11d9416d7bf8d30,"Director, Data Governance - Remote",0,0,Y,Full-time (i),0
job-e1e806fc03ad5e57,Project Manager III - Data Science Innovation,0,0,Y,Full-time (i),0
job-e264c4aba9211354,Data Analyst,$66.8K,$84.6K,N,Full-time (i),0
job-e3c99c9459389a7b,New Product Validation Intern,$20,$20,Y,Full-time,1
job-e3f1da7cc0f1079c,"Data Scientist, F&S",$136K,$173K,Y,Full-time,0
job-e54ca2168fb24770,Energy Market GIS and/or Data Analyst,$60,$80,N,Full-time,0
job-e563a2ee94755f6b,Data Scientist/Computational Biologist Intern,0,0,N,Full-time,1
job-e568e974246e9092,AI-ML Engineer Intern/Co-Op,$64.7K,$81.9K,N,Part-time,1
job-e58da802b5f4510c,Data Associate – Data Visualization Specialist,$53.8K,$68.1K,Y,Full-time,0
job-e66af60e1ee24165,Digital Loss Prevention Data Analyst - North America Nike Direct Digital Commerce (Remote Option*),"$86,000","$128,500",Y,Full-time,0
job-e766c04c226a1dbf,"Data Scientist, CV/NLP",$94.9K,$120K,Y,Full-time,0
job-e7ba1b1f53d93324,Economic Data Scientist,"$90,000","$150,000",N,Full-time,0
job-e81231b39cf512d0,"Data Scientist, Analytics II #0000",0,0,Y,Full-time,0
job-e8a473850d959a23,2023 SETUP Technology Full Time Program – Data Scientist - New York,"$55,000","$100,000",N,Full-time,0
job-e8ccf157fe743e60,Data Scientist II,$114K,$144K,N,Contract,0
job-e9d9c0cd33be8957,Data Scientist,$112K,$142K,N,Full-time,0
job-ea15fa77ed7bb5c6,Data Analyst/Scientist,0,0,N,Part-time,0
job-ebd17b92334863fc,Chief Technology Officer,"$300,000","$400,000",N,Full-time,0
job-ec38a723adb5efec,Data Science Intern,$15,$15,N,Internship,1
job-edb01b018993a2e0,Senior Data Analyst,$79.1K,$100K,Y,Full-time,0
job-ee436d777987399e,Undergrad Intern - Biophysical Data Scientist (Remote),0,0,Y,Full-time,1
job-ee4db6c86845c153,Data Scientist,"$80,000","$100,000",Y,Full-time,0
job-ee8702a31f28862c,Data Analytics Engineer (Remote),$90.9K,$115K,Y,Full-time,0
job-f0aca61664eba6cd,"Data Scientist, Junior",$87.5K,$111K,N,Full-time (i),0
job-f0d02935a4686b0f,Staff Data Scientist,"$176,634","$176,634",Y,Full-time,0
job-f1ba11427b4dece6,"Senior Data Analyst, Supply Chain (Remote)",0,0,Y,Full-time (i),0
job-f1d0a408b3ca594c,Data Scientist,$102K,$130K,N,Full-time,0
job-f205b91f113dfafb,Data Scientist - All Levels,$99.5K,$126K,N,Full-time (i),0
job-f2c0dec0eec47be9,Data Science Analyst,$70.8K,$89.7K,N,Full-time,0
job-f316916398cfacf0,Jr. Data Analyst,$56.8K,$71.9K,N,Full-time (i),0
job-f36c417b5c05e7a9,Data Scientist,$80,$80,Y,Full-time (i),0
job-f371efa7defdc90a,Six Sigma Data Scientist,0,0,N,Full-time,0
job-f3b76ca213fd1cf9,Data Scientist Consultant,$120K,$152K,N,Full-time (i),0
job-f3bd7ff1872a12ef,Data Scientist Internship - OR,$68.8K,$87.1K,N,Internship,1
job-f3ca2c902f1b5cec,Data Scientist,$99.1K,$125K,N,Full-time,0
job-f430a34876014a45,Global Quantitative Research Summer Associate Program - 2023,0,0,N,Internship,1
job-f47ec4185a9c2da9,2023 Summer Intern: eCommerce Data Science (Graduate),0,0,N,Full-time,1
job-f4817fad58986b1b,Research & Development Internship - Basic Science,0,0,N,Internship,1
job-f4b1f6c5f30379c5,Data Science (Audio) Intern,$47.4K,$60K,N,Internship,1
job-f5507b527eecfc07,Data Science Intern,$45.9K,$58.2K,N,Internship,1
job-f69be40b8ae6d0f3,2023 UberSTAR Internship Program - Data Science,0,0,N,Internship,1
job-f79089885227e1ac,Data Scientist,"$7,500","$7,500",N,Full-time,0
job-f7b2e9206e2fd91c,Data Scientist,$128K,$162K,Y,Full-time (i),0
job-f8e0660a79c87e7a,Data Scientist,$113K,$143K,N,Full-time,0
job-f8e595ba86d40c02,Data Scientist - Climate Risk Modeling,$122K,$154K,Y,Full-time (i),0
job-f949a7693adc6e4c,"Intern - Research Data Science, Bioinformatics",0,0,N,Full-time,1
job-f9a84682eae1b57f,Data Scientist – Customer Operations,$83.6K,$106K,Y,Full-time,0
job-f9d9e208ca25481b,Junior Data Scientist,$72K,$91.1K,N,Full-time,0
job-fa1487d5e35b1d3d,Azure ML Data scientist,$114K,$144K,Y,Contract,0
job-faa71a8a5ad27cb7,Associate Data Scientist (Remote),"$75,000","$105,000",Y,Full-time,0
job-fc0b543c87373a96,Population Health Visualization Data Analyst,0,0,Y,Full-time,0
job-fc9e8f57f0724de7,Recruiting Analyst,"$133,000","$133,000",Y,Full-time (i),0
job-fcae879011e3d6e0,Ads Data Science Manager,$155K,$197K,N,Full-time (i),0
job-fce2caaee819dde7,Data Science Intern (Digital Foundry),$38.7K,$49K,N,Internship,1
job-fd0991eae6ebba1f,"Associate Data Scientist, Operations Decision Science",$69.8K,$88.4K,N,Full-time (i),0
job-fda3db668b886829,Data Scientist (Remote),$120K,$151K,Y,Full-time,0
job-fdabb3af05a79047,Intern- Materials Data Management,$81.7K,$103K,N,Internship,1
job-fe0301685450ff03,Data Science Leadership Development Program (DSLDP) Intern,$33,$42,N,Full-time,1
job-fe1e29ef697e00fa,Data Scientist co op (Spring/Summer 2023),$29,$29,Y,Full-time,0
job-fe5dfdffd802db44,"2023 Intern - Data Analytics, Enforcement",$32,$32,N,Full-time,1
job-fe6e382847752143,Data Scientist,"$130,000","$130,000",Y,Full-time,0
job-feba5abf21314515,eCornell Online Course Facilitator - Data Science,$73.2K,$92.7K,N,Part-time,0
job-fefab92260ee8f81,Head of Data Science,0,0,N,Full-time (i),0
job-ff336d09b7fb3ce8,Data Scientist,0,0,N,Full-time,0
job-ffa00ac449c52622,Machine Learning Research Intern (Scientific Computing) - 2023 Summer (BS/MS/PhD),0,0,N,Internship,1
